index,station_id,Fail,Pass,Reject,Total,Fail_ratio,Pass_ratio,Rej_ratio
311,1345.0,18.0,470.0,38.0,526.0,0.034220532319391636,0.8935361216730038,0.07224334600760456
312,1348.0,78.0,1561.0,104.0,1743.0,0.04475043029259897,0.8955823293172691,0.05966724039013196
313,1349.0,71.0,1216.0,126.0,1413.0,0.05024769992922859,0.8605803255484784,0.08917197452229299
314,1350.0,,4.0,,,,,
315,1351.0,57.0,806.0,72.0,935.0,0.06096256684491978,0.8620320855614974,0.07700534759358289
316,1353.0,151.0,3139.0,180.0,3470.0,0.04351585014409222,0.9046109510086455,0.05187319884726225
317,1354.0,79.0,2985.0,248.0,3312.0,0.023852657004830916,0.9012681159420289,0.0748792270531401
318,1356.0,66.0,1728.0,51.0,1845.0,0.03577235772357724,0.9365853658536586,0.027642276422764227
319,1358.0,333.0,7088.0,325.0,7746.0,0.04298993028659954,0.9150529305447973,0.04195713916860315
320,1360.0,,359.0,25.0,,,,
321,1361.0,86.0,2717.0,161.0,2964.0,0.029014844804318488,0.9166666666666666,0.054318488529014844
322,1362.0,145.0,8833.0,428.0,9406.0,0.015415692111418244,0.9390814373803955,0.045502870508186265
323,1363.0,29.0,633.0,24.0,686.0,0.04227405247813411,0.922740524781341,0.03498542274052478
324,1364.0,40.0,1257.0,96.0,1393.0,0.028715003589375447,0.9023689877961235,0.06891600861450108
325,1366.0,14.0,300.0,3.0,317.0,0.04416403785488959,0.9463722397476341,0.00946372239747634
326,1367.0,29.0,349.0,19.0,397.0,0.07304785894206549,0.8790931989924433,0.04785894206549118
327,1368.0,4.0,123.0,21.0,148.0,0.02702702702702703,0.831081081081081,0.14189189189189189
328,1370.0,45.0,341.0,16.0,402.0,0.11194029850746269,0.8482587064676617,0.03980099502487562
329,1374.0,45.0,927.0,30.0,1002.0,0.04491017964071856,0.9251497005988024,0.029940119760479042
330,1375.0,528.0,5400.0,265.0,6193.0,0.0852575488454707,0.8719522041014048,0.042790247053124494
331,1376.0,450.0,8912.0,536.0,9898.0,0.045463730046474034,0.9003839159426147,0.05415235401091129
332,1377.0,165.0,4635.0,267.0,5067.0,0.03256364712847839,0.9147424511545293,0.0526939017169923
333,1378.0,35.0,402.0,11.0,448.0,0.078125,0.8973214285714286,0.024553571428571428
334,1379.0,25.0,217.0,25.0,267.0,0.09363295880149813,0.8127340823970037,0.09363295880149813
335,1380.0,15.0,755.0,19.0,789.0,0.019011406844106463,0.9569074778200254,0.024081115335868188
336,1381.0,449.0,9550.0,363.0,10362.0,0.04333140320401467,0.9216367496622274,0.03503184713375796
337,1382.0,12.0,3079.0,228.0,3319.0,0.0036155468514612837,0.9276890629707744,0.06869539017776438
338,1384.0,76.0,1469.0,57.0,1602.0,0.04744069912609238,0.9169787765293383,0.035580524344569285
339,1386.0,53.0,1764.0,116.0,1933.0,0.027418520434557683,0.9125711329539575,0.06001034661148474
340,1387.0,11.0,1774.0,72.0,1857.0,0.0059235325794291865,0.9553042541733979,0.03877221324717286
341,1388.0,20.0,462.0,24.0,506.0,0.039525691699604744,0.9130434782608695,0.04743083003952569
342,1389.0,124.0,2244.0,240.0,2608.0,0.04754601226993865,0.8604294478527608,0.09202453987730061
343,1391.0,213.0,2670.0,220.0,3103.0,0.06864324846922333,0.8604576216564614,0.07089912987431518
344,1394.0,12.0,190.0,20.0,222.0,0.05405405405405406,0.8558558558558559,0.09009009009009009
345,1395.0,191.0,2980.0,127.0,3298.0,0.057913887204366285,0.9035779260157671,0.03850818677986659
346,1396.0,152.0,4068.0,198.0,4418.0,0.034404708012675415,0.9207786328655501,0.04481665912177456
347,1403.0,145.0,2132.0,136.0,2413.0,0.06009117281392457,0.8835474513054289,0.0563613758806465
348,1405.0,79.0,3225.0,128.0,3432.0,0.02301864801864802,0.9396853146853147,0.037296037296037296
349,1407.0,42.0,469.0,63.0,574.0,0.07317073170731707,0.8170731707317073,0.10975609756097561
350,1408.0,72.0,1992.0,88.0,2152.0,0.03345724907063197,0.9256505576208178,0.040892193308550186
351,1411.0,294.0,6031.0,347.0,6672.0,0.044064748201438846,0.9039268585131894,0.052008393285371705
352,1412.0,3.0,13.0,2.0,18.0,0.16666666666666666,0.7222222222222222,0.1111111111111111
353,1413.0,131.0,2604.0,142.0,2877.0,0.04553354188390685,0.9051094890510949,0.049356969064998264
354,1414.0,55.0,523.0,59.0,637.0,0.08634222919937205,0.8210361067503925,0.09262166405023547
355,1418.0,13.0,138.0,21.0,172.0,0.0755813953488372,0.8023255813953488,0.12209302325581395
356,1419.0,20.0,780.0,34.0,834.0,0.023980815347721823,0.935251798561151,0.0407673860911271
357,1420.0,63.0,785.0,61.0,909.0,0.06930693069306931,0.8635863586358636,0.0671067106710671
358,1422.0,94.0,1842.0,76.0,2012.0,0.04671968190854871,0.915506958250497,0.03777335984095427
359,1423.0,13.0,218.0,4.0,235.0,0.05531914893617021,0.9276595744680851,0.01702127659574468
360,1424.0,6.0,1059.0,41.0,1106.0,0.0054249547920434,0.9575045207956601,0.037070524412296565
361,1425.0,248.0,3953.0,376.0,4577.0,0.054183963294734544,0.8636661568713131,0.08214987983395237
362,1426.0,,21.0,,,,,
363,1427.0,38.0,1025.0,60.0,1123.0,0.03383793410507569,0.9127337488869101,0.053428317008014245
364,1429.0,372.0,6887.0,334.0,7593.0,0.04899249308573686,0.9070196233372844,0.043987883576978797
365,1430.0,159.0,3356.0,192.0,3707.0,0.042891826274615595,0.9053142702994335,0.0517939034259509
366,1432.0,300.0,9790.0,401.0,10491.0,0.028595939376608523,0.933180821656658,0.03822323896673339
367,1436.0,85.0,2426.0,109.0,2620.0,0.03244274809160305,0.9259541984732824,0.0416030534351145
368,1438.0,2.0,423.0,9.0,434.0,0.004608294930875576,0.9746543778801844,0.020737327188940093
369,1439.0,501.0,10476.0,474.0,11451.0,0.04375163741157977,0.914854597851716,0.04139376473670422
370,1440.0,97.0,7657.0,486.0,8240.0,0.011771844660194175,0.9292475728155339,0.058980582524271845
371,1441.0,125.0,2191.0,108.0,2424.0,0.05156765676567657,0.9038778877887789,0.04455445544554455
372,1442.0,238.0,7210.0,486.0,7934.0,0.02999747920342828,0.9087471641038568,0.061255356692714896
373,1443.0,216.0,7540.0,227.0,7983.0,0.02705749718151071,0.944507077539772,0.028435425278717275
374,1444.0,240.0,6547.0,333.0,7120.0,0.033707865168539325,0.9195224719101124,0.046769662921348314
375,1446.0,280.0,9408.0,385.0,10073.0,0.02779708130646282,0.9339819318971508,0.03822098679638638
376,1448.0,21.0,1268.0,60.0,1349.0,0.015567086730911787,0.9399555226093402,0.04447739065974796
377,1450.0,5.0,28.0,,,,,
378,1451.0,112.0,2178.0,98.0,2388.0,0.04690117252931323,0.9120603015075377,0.04103852596314908
379,1452.0,32.0,644.0,58.0,734.0,0.043596730245231606,0.8773841961852861,0.07901907356948229
380,1453.0,37.0,1244.0,42.0,1323.0,0.027966742252456538,0.9402872260015117,0.031746031746031744
381,1454.0,156.0,3364.0,131.0,3651.0,0.04272801972062449,0.9213913996165434,0.035880580662832104
382,1455.0,4.0,38.0,6.0,48.0,0.08333333333333333,0.7916666666666666,0.125
383,1458.0,76.0,2284.0,84.0,2444.0,0.031096563011456628,0.9345335515548282,0.03436988543371522
384,1459.0,8.0,51.0,7.0,66.0,0.12121212121212122,0.7727272727272727,0.10606060606060606
385,1460.0,18.0,105.0,8.0,131.0,0.13740458015267176,0.8015267175572519,0.061068702290076333
386,1461.0,529.0,11434.0,410.0,12373.0,0.042754384546997495,0.9241089469005092,0.03313666855249333
387,1462.0,39.0,526.0,36.0,601.0,0.064891846921797,0.8752079866888519,0.059900166389351084
388,1463.0,16.0,322.0,13.0,351.0,0.045584045584045586,0.9173789173789174,0.037037037037037035
389,1464.0,2.0,143.0,4.0,149.0,0.013422818791946308,0.959731543624161,0.026845637583892617
390,1465.0,4.0,492.0,70.0,566.0,0.007067137809187279,0.8692579505300353,0.12367491166077739
391,1466.0,82.0,1576.0,69.0,1727.0,0.04748118123914302,0.9125651418645049,0.039953676896352056
392,1468.0,8.0,1852.0,54.0,1914.0,0.0041797283176593526,0.96760710553814,0.02821316614420063
393,1469.0,17.0,330.0,41.0,388.0,0.04381443298969072,0.8505154639175257,0.1056701030927835
394,1470.0,8.0,176.0,16.0,200.0,0.04,0.88,0.08
395,1471.0,42.0,1039.0,59.0,1140.0,0.03684210526315789,0.9114035087719298,0.05175438596491228
396,1472.0,9.0,230.0,14.0,253.0,0.03557312252964427,0.9090909090909091,0.05533596837944664
397,1473.0,21.0,605.0,24.0,650.0,0.03230769230769231,0.9307692307692308,0.036923076923076927
398,1474.0,2.0,46.0,5.0,53.0,0.03773584905660377,0.8679245283018868,0.09433962264150944
